50;date;money; ;75;date;money; ;100;date;money; ;125;date;money; ;150;date;money; ;
47901;25.09.2013 10:01:00;127,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
47985;25.09.2013 14:40:00;126,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48194;26.09.2013 12:38:00;126,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48275;26.09.2013 17:30:00;126,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48339;26.09.2013 21:40:00;126,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48540;27.09.2013 17:27:00;128,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48541;27.09.2013 17:31:00;128,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48775;30.09.2013 20:43:00;130,91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
48989;01.10.2013 18:00:00;132,16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49009;01.10.2013 19:07:00;131,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49084;02.10.2013 10:47:00;130,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49262;02.10.2013 21:25:00;130,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49331;03.10.2013 11:34:00;130,16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49416;03.10.2013 17:02:00;129,24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49474;03.10.2013 20:08:00;128,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49525;03.10.2013 23:35:00;127,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49566;04.10.2013 11:55:00;127,18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49602;04.10.2013 13:59:00;126,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49761;07.10.2013 10:55:00;127,86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
49842;07.10.2013 15:45:00;127,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50019;08.10.2013 12:39:00;128,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50073;08.10.2013 14:50:00;127,14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50192;08.10.2013 22:49:00;127,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50241;09.10.2013 11:30:00;126,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50321;09.10.2013 15:42:00;125,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50428;09.10.2013 21:01:00;126,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50674;10.10.2013 20:18:00;128,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50732;11.10.2013 10:50:00;128,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50753;11.10.2013 11:50:00;127,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50801;11.10.2013 14:30:00;126,61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50833;11.10.2013 16:26:00;126,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50927;11.10.2013 23:47:00;125,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
50935;14.10.2013 10:17:00;124,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51021;14.10.2013 14:32:00;124,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51222;15.10.2013 13:38:00;127,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51264;15.10.2013 16:47:00;126,73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51353;15.10.2013 21:40:00;126,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51430;16.10.2013 12:05:00;126,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51488;16.10.2013 15:24:00;125,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
51725;17.10.2013 16:50:00;126,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52097;21.10.2013 14:33:00;129,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52145;21.10.2013 17:50:00;129,27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52194;21.10.2013 23:25:00;129,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52331;22.10.2013 18:16:00;128,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52388;23.10.2013 10:20:00;127,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52576;24.10.2013 11:36:00;129,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52583;24.10.2013 11:54:00;129,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52639;24.10.2013 15:09:00;127,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52690;24.10.2013 18:07:00;126,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52815;25.10.2013 13:38:00;126,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52903;25.10.2013 19:30:00;126,17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52921;28.10.2013 10:13:00;125,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
52993;28.10.2013 14:26:00;124,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53098;29.10.2013 10:12:00;124,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53109;29.10.2013 10:46:00;124,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53171;29.10.2013 14:33:00;124,73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53267;29.10.2013 21:03:00;124,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53317;30.10.2013 11:57:00;124,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53404;30.10.2013 17:48:00;123,7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53573;31.10.2013 15:54:00;124,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53660;31.10.2013 22:47:00;125,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53682;01.11.2013 10:32:00;125,59; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53847;01.11.2013 23:45:00;126,53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53855;05.11.2013 10:15:00;126,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
53916;05.11.2013 13:46:00;124,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54049;06.11.2013 12:14:00;125,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54100;06.11.2013 14:44:00;125,07; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54115;06.11.2013 15:49:00;124,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54158;06.11.2013 20:05:00;124,47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54240;07.11.2013 14:54:00;124,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54333;07.11.2013 20:18:00;124,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54426;08.11.2013 13:26:00;123,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54460;08.11.2013 16:54:00;123,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54461;08.11.2013 16:59:00;123,66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54469;08.11.2013 17:33:00;123,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54539;11.11.2013 11:40:00;123,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54577;11.11.2013 14:43:00;122,6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54681;12.11.2013 11:06:00;122,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54841;13.11.2013 11:16:00;124,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54881;13.11.2013 13:58:00;123,3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
54943;13.11.2013 17:55:00;121,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55032;14.11.2013 10:20:00;121,56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55291;15.11.2013 13:23:00;121,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55348;15.11.2013 16:20:00;121,49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55390;15.11.2013 19:31:00;120,78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55444;18.11.2013 11:25:00;120,68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55486;18.11.2013 13:40:00;120,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55507;18.11.2013 15:15:00;120,8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55654;19.11.2013 12:50:00;122,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55676;19.11.2013 13:57:00;122,12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55728;19.11.2013 17:07:00;121,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55774;19.11.2013 20:14:00;121,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55802;19.11.2013 22:24:00;120,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55872;20.11.2013 12:29:00;120,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55884;20.11.2013 13:15:00;119,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
55969;20.11.2013 17:23:00;118,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56055;20.11.2013 23:45:00;118,57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56230;21.11.2013 22:51:00;118,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56291;22.11.2013 13:23:00;118,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56363;22.11.2013 17:28:00;117,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56557;25.11.2013 18:16:00;117,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56819;26.11.2013 23:08:00;119,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56853;27.11.2013 11:11:00;119,33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56902;27.11.2013 13:11:00;119,07; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
56955;27.11.2013 15:23:00;118,7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57063;27.11.2013 23:45:00;118,86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57134;28.11.2013 13:53:00;118,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57323;29.11.2013 13:49:00;119,36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57508;02.12.2013 12:38:00;119,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57860;03.12.2013 20:00:00;122,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57867;03.12.2013 20:43:00;121,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57960;04.12.2013 12:36:00;122,07; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
57989;04.12.2013 13:42:00;122,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58177;05.12.2013 10:34:00;123,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58194;05.12.2013 11:16:00;122,89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58202;05.12.2013 11:38:00;122,67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58231;05.12.2013 12:56:00;122,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58233;05.12.2013 13:10:00;122,61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58313;05.12.2013 17:32:00;121,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58422;06.12.2013 11:30:00;122,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58532;06.12.2013 17:07:00;123,19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58551;06.12.2013 17:58:00;122,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58693;09.12.2013 14:21:00;123,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58711;09.12.2013 15:19:00;122,83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58847;10.12.2013 12:18:00;122,82; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58902;10.12.2013 16:21:00;121,58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
58981;11.12.2013 10:37:00;120,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59045;11.12.2013 14:07:00;119,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59153;11.12.2013 20:05:00;119,65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59254;12.12.2013 12:22:00;119,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59293;12.12.2013 14:28:00;118,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59429;13.12.2013 10:50:00;118,94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59496;13.12.2013 14:33:00;118,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
59550;13.12.2013 17:57:00;117,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
